dish_id,name_vi,name_en,region,origin,roles,serving_g,verified_by,note
FNDDS-2705600,,"Coffee creamer, liquid",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705600"
FNDDS-2705601,,"Coffee creamer, liquid, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705601"
FNDDS-2705602,,"Coffee creamer, liquid, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705602"
FNDDS-2705603,,"Coffee creamer, liquid, fat free, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705603"
FNDDS-2705604,,"Coffee creamer, liquid, fat free, sugar free, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705604"
FNDDS-2705605,,"Coffee creamer, liquid, sugar free, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705605"
FNDDS-2705606,,"Coffee creamer, powder",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705606"
FNDDS-2705607,,"Coffee creamer, powder, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705607"
FNDDS-2705608,,"Coffee creamer, powder, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705608"
FNDDS-2705609,,"Coffee creamer,powder, sugar free, flavored",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705609"
FNDDS-2705610,,"Coffee creamer, soy, liquid",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705610"
FNDDS-2705611,,Whipped topping,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705611"
FNDDS-2705612,,"Whipped topping, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705612"
FNDDS-2705613,,"Whipped topping, sugar free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705613"
FNDDS-2705614,,"Sour cream, regular",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705614"
FNDDS-2705615,,"Sour cream, light",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705615"
FNDDS-2705616,,"Sour cream, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705616"
FNDDS-2705617,,"Sour cream, imitation",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705617"
FNDDS-2705619,,"Chipotle dip, regular",,foreign,,103,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705619"
FNDDS-2705620,,"Chipotle dip, light",,foreign,,108.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705620"
FNDDS-2705630,,"Ice cream, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705630"
FNDDS-2705631,,"Ice cream, vanilla, with additional ingredients",,foreign,,160,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705631"
FNDDS-2705632,,"Ice cream, chocolate",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705632"
FNDDS-2705633,,"Ice cream, chocolate, with additional ingredients",,foreign,,160,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705633"
FNDDS-2705634,,"Ice cream, soft serve, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705634"
FNDDS-2705635,,"Ice cream, soft serve, chocolate",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705635"
FNDDS-2705636,,"Gelato, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705636"
FNDDS-2705637,,"Gelato, chocolate",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705637"
FNDDS-2705638,,"Ice cream bar, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705638"
FNDDS-2705639,,"Ice cream bar, vanilla, chocolate coated",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705639"
FNDDS-2705640,,Ice cream candy bar,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705640"
FNDDS-2705642,,"Ice cream sandwich, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705642"
FNDDS-2705643,,"Ice cream sandwich, chocolate",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705643"
FNDDS-2705644,,Ice cream cookie sandwich,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705644"
FNDDS-2705645,,"Ice cream cone, scooped, vanilla",,foreign,,125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705645"
FNDDS-2705646,,"Ice cream cone, scooped, vanilla, waffle cone",,foreign,,255,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705646"
FNDDS-2705648,,"Ice cream cone, scooped, chocolate",,foreign,,125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705648"
FNDDS-2705649,,"Ice cream cone, scooped, chocolate, waffle cone",,foreign,,255,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705649"
FNDDS-2705650,,"Ice cream cone, soft serve, vanilla",,foreign,,125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705650"
FNDDS-2705651,,"Ice cream cone, soft serve, chocolate",,foreign,,125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705651"
FNDDS-2705652,,"Ice cream cone, soft serve, vanilla, waffle cone",,foreign,,255,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705652"
FNDDS-2705653,,"Ice cream cone, soft serve, chocolate, waffle cone",,foreign,,255,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705653"
FNDDS-2705654,,"Ice cream cone, vanilla, prepackaged",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705654"
FNDDS-2705656,,"Ice cream soda, flavors other than chocolate",,foreign,,334.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705656"
FNDDS-2705657,,"Ice cream soda, chocolate",,foreign,,334.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705657"
FNDDS-2705663,,"Ice cream, fried",,foreign,,105,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705663"
FNDDS-2705664,,"Light ice cream, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705664"
FNDDS-2705665,,"Light ice cream, vanilla",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705665"
FNDDS-2705666,,"Light ice cream, chocolate",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705666"
FNDDS-2705667,,"Soft serve, blended with candy or cookies, from fast food",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705667"
FNDDS-2705673,,Creamsicle,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705673"
FNDDS-2705674,,Fudgesicle,,foreign,,107.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705674"
FNDDS-2705677,,"Sherbet, all flavors",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705677"
FNDDS-2705678,,"Fudgesicle, light",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705678"
FNDDS-2705679,,"Pudding, chocolate, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705679"
FNDDS-2705681,,"Pudding, flavors other than chocolate, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705681"
FNDDS-2705683,,Flan,,foreign,,1336.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705683"
FNDDS-2705685,,"Pudding, rice",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705685"
FNDDS-2705687,,"Pudding, tapioca, made from dry mix",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705687"
FNDDS-2705692,,"Pudding, flavors other than chocolate, ready-to-eat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705692"
FNDDS-2705694,,"Pudding, chocolate, ready-to-eat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705694"
FNDDS-2705696,,"Pudding, tapioca, ready-to-eat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705696"
FNDDS-2705699,,Dulce de leche,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705699"
FNDDS-2705705,,"Cheese, Blue or Roquefort",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705705"
FNDDS-2705706,,"Cheese, Brick",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705706"
FNDDS-2705707,,"Cheese, Camembert",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705707"
FNDDS-2705708,,"Cheese, Brie",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705708"
FNDDS-2705709,,"Cheese, Cheddar",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705709"
FNDDS-2705710,,"Cheese, Cheddar, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705710"
FNDDS-2705711,,"Cheese, Cheddar, nonfat or fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705711"
FNDDS-2705712,,"Cheese, Colby",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705712"
FNDDS-2705714,,"Cheese, Feta",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705714"
FNDDS-2705715,,"Cheese, Fontina",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705715"
FNDDS-2705716,,"Cheese, goat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705716"
FNDDS-2705717,,"Cheese, Gouda or Edam",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705717"
FNDDS-2705718,,"Cheese, Gruyere",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705718"
FNDDS-2705719,,"Cheese, Limburger",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705719"
FNDDS-2705721,,"Cheese, Monterey, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705721"
FNDDS-2705722,,"Cheese, Mozzarella, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705722"
FNDDS-2705723,,"Cheese, Mozzarella, part skim",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705723"
FNDDS-2705724,,"Cheese, Mozzarella, reduced sodium",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705724"
FNDDS-2705725,,"Cheese, Mozzarella, nonfat or fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705725"
FNDDS-2705726,,"Cheese, Muenster",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705726"
FNDDS-2705727,,"Cheese, Muenster, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705727"
FNDDS-2705729,,"Cheese, Parmesan, dry grated, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705729"
FNDDS-2705731,,"Cheese, Parmesan, dry grated, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705731"
FNDDS-2705732,,"Cheese, Port du Salut",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705732"
FNDDS-2705734,,"Cheese, provolone, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705734"
FNDDS-2705735,,"Cheese, Swiss",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705735"
FNDDS-2705736,,"Cheese, Swiss, reduced sodium",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705736"
FNDDS-2705737,,"Cheese, Swiss, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705737"
FNDDS-2705738,,"Cheese, Swiss, nonfat or fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705738"
FNDDS-2705739,,"Cheese, Cheddar, reduced sodium",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705739"
FNDDS-2705740,,"Cheese, paneer",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705740"
FNDDS-2705742,,"Cheese, Mexican blend, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705742"
FNDDS-2705743,,"Queso Anejo, aged Mexican cheese",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705743"
FNDDS-2705747,,"Cheese, cottage, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705747"
FNDDS-2705748,,"Cheese, cottage, creamed, large or small curd",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705748"
FNDDS-2705749,,"Cottage cheese, farmer's",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705749"
FNDDS-2705750,,"Cheese, Ricotta",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705750"
FNDDS-2705751,,"Cheese, cottage, with fruit",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705751"
FNDDS-2705752,,"Cheese, cottage, with vegetables",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705752"
FNDDS-2705753,,"Cheese, cottage, dry curd",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705753"
FNDDS-2705754,,"Cheese, cottage, salted, dry curd",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705754"
FNDDS-2705756,,"Cheese, cottage, low fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705756"
FNDDS-2705757,,"Cheese, cottage, lowfat, with fruit",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705757"
FNDDS-2705758,,"Cheese, cottage, lowfat, low sodium",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705758"
FNDDS-2705759,,"Cheese, cottage, lowfat, lactose reduced",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705759"
FNDDS-2705760,,"Cream cheese, regular, plain",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705760"
FNDDS-2705762,,"Cream cheese, light",,foreign,,99,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705762"
FNDDS-2705765,,"Cheese, American, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705765"
FNDDS-2705766,,"Cheese, American, nonfat or fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705766"
FNDDS-2705767,,"Cheese, American, reduced sodium",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705767"
FNDDS-2705768,,"Cheese spread, American or Cheddar cheese base, reduced fat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705768"
FNDDS-2705769,,"Cream cheese, fat free",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705769"
FNDDS-2705770,,"Cheese, processed cheese food",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705770"
FNDDS-2705771,,"Cheese, processed, with vegetables",,foreign,,101.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705771"
FNDDS-2705772,,"Cheese,  with wine",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705772"
FNDDS-2705773,,"Cheese spread, American or Cheddar cheese base",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705773"
FNDDS-2705774,,"Cheese spread, Swiss cheese base",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705774"
FNDDS-2705775,,"Cheese spread, cream cheese",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705775"
FNDDS-2705776,,"Cheese spread, pressurized can",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705776"
FNDDS-2705777,,Imitation cheese,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705777"
FNDDS-2705778,,"Cheese, cottage cheese, with gelatin dessert",,foreign,,390,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705778"
FNDDS-2705779,,"Cheese, cottage cheese, with gelatin dessert and fruit",,foreign,,576,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705779"
FNDDS-2705780,,"Cheese, cottage cheese, with gelatin dessert and vegetables",,foreign,,318.81,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705780"
FNDDS-2705782,,Artichoke dip,,foreign,,151,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705782"
FNDDS-2705783,,Spinach and artichoke dip,,foreign,,151,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705783"
FNDDS-2705784,,Seafood dip,,foreign,,151,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2705784"
